id,name,ticker,industry,country,sent,price,itemCount
11713,ISE Chemicals Corporation,TSE:4107,Financials,Japan,26,8%,16
11716,Isetan Mitsukoshi Holdings Ltd.,TSE:3099,Financials,Japan,45,2%,10
11718,"Ishichou Co., Ltd.","Private:Ishichouo., Ltd.",Financials,Japan,66,4%,14
15377,"Ishida Co., Ltd.","Private:Ishida CoCo., Ltd.",Financials,Japan,8,2%,23
11726,Ishifuku Jewelry Parts,Private:Ishrts,Financials,Japan,99,6%,7
11727,"Ishigaki Foods Co.,Ltd.",JASDAQ:2901,Financials,Japan,7,4%,10
11730,Ishiguro Ltd.,Private:Ishtd.,Financials,Japan,41,-1%,15
11733,"Ishihara Chemical Co., Ltd.",TSE:4462,Financials,Japan,71,8%,23
11735,"Ishihara Sangyo Kaisha, Ltd.",TSE:4028,Financials,Japan,61,5%,17
11737,Ishii Food Co. Ltd.,TSE:2894,Financials,Japan,35,-3%,14
11739,"Ishii Hyoki Co., Ltd.",TSE:6336,Financials,Japan,31,-6%,10
11740,"Ishii Iron Works Co., Ltd.",TSE:6362,Financials,Japan,46,-8%,10
20756,"Ishikawa Seisakusho, Ltd.",TSE:6208,Government Institution,Japan,62,1%,19
16437,"Isolite Insulating Products Co., Ltd.",TSE:5358,Government Institution,Japan,5,1%,10
16408,"istyle, Inc.",TSE:3660,Government Institution,Japan,45,-7%,5
20757,Isuzu Motors Ltd.,TSE:7202,Government Institution,Japan,81,-6%,20
16441,ITmedia Inc.,TSE:2148,Government Institution,Japan,95,0%,24
22166,"Ito En, Ltd.",TSE:2593,Government Institution,Japan,39,-5%,17
16423,ITOCHU Corporation,TSE:8001,Government Institution,Japan,71,-1%,24
16432,ITOCHU Techno-Solutions Corporation,TSE:4739,Government Institution,Japan,79,6%,25
11361,"ITOCHU-SHOKUHIN Co., Ltd.",TSE:2692,Healthcare,Japan,72,-7%,5
10816,Itoku Ltd,Private:ItoLtd,Healthcare,Japan,3,0%,10
10817,ItoKuro Inc.,TSE:6049,Healthcare,Japan,77,7%,10
10792,Iwabuchi Corporation,JASDAQ:5983,Healthcare,Japan,96,-1%,20
2607,Iwatani Corporation,TSE:8088,Healthcare,Japan,44,-6%,8
10825,"Iwatsu Electric Co., Ltd.",TSE:6704,Healthcare,Japan,12,-6%,11
10511,"Iwatsuka Confectionery Co., Ltd.",JASDAQ:2221,Healthcare,Japan,93,1%,8
2747,IX Knowledge Inc.,JASDAQ:9753,Healthcare,Japan,39,2%,25
2610,Iyasaka Limited,Private:Iyasaka  Limited,Healthcare,Japan,73,-3%,14
10818,"J Escom Holdings,Inc.",JASDAQ:3779,Healthcare,Japan,27,-6%,22
11098,J Rex K.K.,Private:J Rex K.K.,Healthcare,Japan,27,-5%,14
11528,"Ja Life Create Fukushima.Co.,Ltd.","Private:Ja Life C.Co.,Ltd.",Healthcare,Japan,99,0%,24
11510,"JA Mitsui Leasing, Ltd.","Private:JA Mitsuiing, Ltd.",Healthcare,Japan,33,-4%,21
10780,JALCO Holdings Inc.,JASDAQ:6625,Healthcare,Japan,5,-4%,24
15219,JALUX Inc.,TSE:2729,Healthcare,Japan,10,4%,11
10781,Jamco Corp.,TSE:7408,Healthcare,Japan,5,8%,12
10813,Janis Ltd.,NSE:5342,Healthcare,Japan,85,8%,7
10814,Japan Agency For Marine-Earth Science And Technology,Private:Japan Ageechnology,Healthcare,Japan,86,0%,12
10820,"Japan Airlines Co., Ltd.",TSE:9201,Healthcare,Japan,42,8%,10
2608,"Japan Airport Terminal Co., Ltd.",TSE:9706,Healthcare,Japan,85,-2%,5
10789,Japan Automobile Distribution Research Institute,Private:Japanitute,Healthcare,Japan,77,0%,25
10779,"Japan Aviation Electronics Industry, Limited",TSE:6807,Healthcare,Japan,25,-8%,22
11069,"Japan Best Rescue System Co.,Ltd.",TSE:2453,Healthcare,Japan,95,3%,8
10612,"Japan Bike Auction Co., Ltd.",Private:Japtd.,Healthcare,Japan,0,6%,6
10804,"Japan Digital Laboratory Co., Ltd.",TSE:6935,Healthcare,Japan,79,-8%,15
10431,Japan Display Inc.,TSE:6740,Healthcare,Japan,51,0%,9
10397,"Japan Drilling Co., Ltd.",TSE:1606,Healthcare,Japan,35,-3%,14
10829,Japan Electric Power Exchange,Private:Japan ElExchange,Healthcare,Japan,99,4%,8
2746,Japan Electronic Materials Corporation,TSE:6855,Healthcare,Japan,31,-1%,6
10827,"Japan Foods Co., Ltd.",TSE:2599,Healthcare,Japan,11,2%,16
10822,Japan Government,Private:Japent,Healthcare,Japan,69,0%,25
15225,"Japan Investment Adviser Co., Ltd.",TSE:7172,Healthcare,Japan,96,-3%,13
2511,"Japan Lifeline Co., Ltd.",TSE:7575,Healthcare,Japan,100,3%,19
10759,Japan Logitec Cooperative Association,Private:Japan Loociation,Healthcare,Japan,19,-4%,17
11536,"JAPAN MATERIAL Co., Ltd.",TSE:6055,Healthcare,Japan,99,-6%,6
2602,Japan Oil Transportation Co.Ltd.,TSE:9074,Healthcare,Japan,87,2%,9
15252,Japan Pension Service,Private:Japan Penn Service,Healthcare,Japan,66,-1%,16
11643,"Japan Petroleum Exploration Co., Ltd.",TSE:1662,Healthcare,Japan,56,-7%,14
2609,"Japan Post Holdings Co., Ltd.",TSE:6178,Healthcare,Japan,9,-4%,20
10602,"Japan Process Development Co., Ltd.",JASDAQ:9651,Healthcare,Japan,23,1%,10
15266,"Japan Publications Trading Co., Ltd.",JASDAQ:8072,Healthcare,Japan,90,0%,13
10934,Japan Pulp and Paper Company Limited,TSE:8032,Healthcare,Japan,38,-3%,20
2745,"Japan Pure Chemical Co., Ltd.",TSE:4973,Healthcare,Japan,23,3%,16
2524,"Japan Radio Co., Ltd.",TSE:6751,Healthcare,Japan,62,8%,8
15217,Japan Retail Fund Investment Corp.,TSE:8953,Healthcare,Japan,72,1%,18
2633,Japan Science And Technology Agency,Private:Japan Scy Agency,Healthcare,Japan,51,-1%,18
11464,Japan Sewage Works Agency,Private:Japncy,Healthcare,Japan,80,-7%,18
10787,"Japan System Techniques Co., Ltd.",TSE:4323,Healthcare,Japan,97,-7%,7
2605,Japan Systems Co. Ltd.,JASDAQ:9758,Healthcare,Japan,22,-8%,25
10793,"Japan Technicals Co.,Ltd.","Private:Japan Tec Co.,Ltd.",Healthcare,Japan,54,0%,25
10782,"Japan Third Party Co., Ltd.",JASDAQ:2488,Healthcare,Japan,94,-5%,13
10809,"Japan Tissue Engineering Co., Ltd.",JASDAQ:7774,Healthcare,Japan,69,-4%,5
10805,Japan Tobacco Inc.,TSE:2914,Healthcare,Japan,92,5%,18
10729,"Japan U-PICA Company, Ltd.",JASDAQ:7891,Healthcare,Japan,73,7%,13
10783,Japanese Aero Engines Corporation,Private:Japion,Healthcare,Japan,63,4%,13
10800,Japanese Consumers' Co-Operative Union,Private:Japaneseve Union,Healthcare,Japan,48,-1%,24
10808,"Japanese Ministry of Land, Infrastructure, Transport & Tourism.",Private:JapaneseTourism.,Healthcare,Japan,78,4%,23
10797,"Japanet Takata Co.,Ltd.","Private:Japanet Co.,Ltd.",Healthcare,Japan,98,1%,7
10794,Jatco Ltd.,Private:Jattd.,Healthcare,Japan,46,1%,5
10803,"JCR Pharmaceuticals Co., Ltd.",TSE:4552,Healthcare,Japan,0,-6%,24
10785,"Jeco Co., Ltd.",TSE:7768,Healthcare,Japan,5,-2%,22
10788,Jeol Ltd.,TSE:6951,Healthcare,Japan,87,-7%,7
10796,"JFE Container Co., Ltd.",TSE:5907,Healthcare,Japan,20,-4%,9
10815,"JFE Holdings, Inc.",TSE:5411,Healthcare,Japan,4,1%,19
10798,"JFE Systems, Inc.",TSE:4832,Healthcare,Japan,59,2%,13
10806,JGC Corp.,TSE:1963,Healthcare,Japan,95,1%,17
10799,Jiec Co. Ltd.,TSE:4291,Healthcare,Japan,23,6%,25
10811,"JOBAN JOINT POWER CO.,LTD.","Private:JOBAN JOCO.,LTD.",Healthcare,Japan,91,7%,25
11469,"Joban Kaihatsu Co., Ltd.",JASDAQ:1782,Healthcare,Japan,20,-8%,10
11490,"Joban Kosan Co., Ltd.",TSE:9675,Healthcare,Japan,53,-1%,8
10812,"J-Oil Mills, Inc.",TSE:2613,Healthcare,Japan,7,-6%,25
10786,Joso Development Industrial Company.,Private:Joso Deve Company.,Healthcare,Japan,34,2%,25
10400,"JP-Holdings,Inc.",TSE:2749,Healthcare,Japan,96,-8%,25
10784,JSR Corporation,TSE:4185,Healthcare,Japan,29,-6%,11
10824,JTEKT Corporation,TSE:6473,Healthcare,Japan,71,-2%,13
10828,Judicial scrivener corporation Central group ,Private:Judicial al group ,Healthcare,Japan,30,-7%,21
2611,Juki Corp.,TSE:6440,Healthcare,Japan,27,1%,19
10819,Justsystem Corp.,TSE:4686,Healthcare,Japan,6,-7%,8
10807,JVC KENWOOD Corporation,TSE:6632,Healthcare,Japan,67,-3%,5
10823,"JX Holdings, Inc.",TSE:5020,Healthcare,Japan,79,0%,8
10422,K.R.S.Corporation,TSE:9369,Healthcare,Japan,34,-4%,9
10830,Kabushiki Kaisha Nakashimato Shoten,Private:Kabushikito Shoten,Healthcare,Japan,36,0%,22
2692,Kadoya Sesame Mills Incorporated,TSE:2612,Healthcare,Japan,81,-7%,23
10831,"Kaga Electronics Co.,Ltd.",TSE:8154,Healthcare,Japan,68,-5%,8
10778,"Kagome Co., Ltd.",TSE:2811,Healthcare,Japan,23,-2%,24
8264,"Kainos Laboratories, Inc.",JASDAQ:4556,Healthcare,Japan,52,-1%,24
10661,Kajima Corporation,TSE:1812,Healthcare,Japan,86,-7%,25
10542,Kaken Pharmaceutical Co. Ltd.,TSE:4521,Healthcare,Japan,82,-6%,21
10526,"Kakoki Plant & Environment Engineering Co.,Ltd.","Private:Kakoki o.,Ltd.",Healthcare,Japan,58,-6%,23
2606,"Kamakura Shinsho, Ltd.",TSE:6184,Healthcare,Japan,34,5%,16
2566,"Kameda Seika CO., Ltd.",TSE:2220,Healthcare,Japan,36,-7%,10
20668,Kamitake Kensetsu Kk,Private:Kamitsu Kk,Healthcare,Japan,38,-3%,21
17501,Kanaden Corporation,TSE:8081,Healthcare,Japan,61,8%,24
17461,Kanagawa Nationl Health Insurance Organization,Private:Kanagawa anization,Healthcare,Japan,5,6%,21
21283,"Kandenko Co., Ltd.",TSE:1942,Healthcare,Japan,53,6%,6
19591,Kanefusa Corporation,TSE:5984,Healthcare,Japan,2,-1%,17
16747,"Kaneko Seeds Co., Ltd.",TSE:1376,Healthcare,Japan,40,-3%,5
16681,Kanematsu Corp.,TSE:8020,Healthcare,Japan,48,-8%,9
17862,Kanematsu Sustech Corporation,TSE:7961,Healthcare,Japan,98,6%,18
22182,"Kanemi Co.,Ltd.",JASDAQ:2669,Healthcare,Japan,60,-3%,17
16926,"KANRO Co., Ltd.",TSE:2216,Healthcare,Japan,27,2%,14
20856,Kansai Paint Co. Ltd.,TSE:4613,Healthcare,Japan,40,7%,6
16918,"Kanto Denka Kogyo Co., Ltd.",TSE:4047,Healthcare,Japan,44,6%,14
17871,Kanto Iryo Service K.K.,Private:Kanto Iryvice K.K.,Healthcare,Japan,71,5%,12
20010,Kao Corporation,TSE:4452,Healthcare,Japan,29,-6%,25
17917,"Kappa-Create Co., Ltd.",TSE:7421,Healthcare,Japan,68,-4%,8
22121,"Kasai Kogyo Co., Ltd.",TSE:7256,Healthcare,Japan,11,1%,24
17844,Katakura & Co-op Agri Corporation,TSE:4031,Healthcare,Japan,22,0%,10
21541,"Katakura Industries Co., Ltd.",TSE:3001,Healthcare,Japan,59,-8%,24
20858,"Kato Sangyo Co., Ltd.",TSE:9869,Healthcare,Japan,29,7%,5
22181,"Kawada Technologies, Inc.",TSE:3443,Healthcare,Japan,38,8%,14
22364,Kawaden Corporation,JASDAQ:6648,Healthcare,Japan,12,6%,14
17915,"Kawagishi Bridge Works Co., Ltd.",TSE:5921,Healthcare,Japan,95,-3%,11
17842,"Kawaguchi Chemical Industry Co., LTD.",TSE:4361,Healthcare,Japan,98,7%,20
21538,Kawasaki Heavy Industries Ltd.,TSE:7012,Healthcare,Japan,37,2%,20
15191,Kawasaki Kasei Chemicals Ltd.,TSE:4117,Healthcare,Japan,61,-2%,25
10479,Kawasaki Kisen Kaisha Ltd.,TSE:9107,Healthcare,Japan,76,-2%,17
10801,"Kawasaki Setsubi Kogyo Co., Ltd.",NSE:1777,Healthcare,Japan,49,-6%,15
10802,Kawasaki Thermal Engineering Co.Ltd,JASDAQ:6414,Healthcare,Japan,34,6%,7
13157,Kayac Inc.,TSE:3904,Healthcare,Japan,40,-2%,10
10821,KDDI Corporation,TSE:9433,Healthcare,Japan,17,0%,5
10854,"KeePer Technical Laboratory Co.,Ltd",TSE:6036,Healthcare,Japan,34,-6%,7
10901,Keihin Corporation,TSE:7251,Healthcare,Japan,36,7%,23
11332,KEL Corporation,JASDAQ:6919,Healthcare,Japan,33,-1%,10
11522,"KENKO Mayonnaise Co.,Ltd.",TSE:2915,Healthcare,Japan,64,-8%,15
11527,Kenshinkai Medical Association,Private:Kenshinkociation,Healthcare,Japan,54,5%,6
11628,Kewpie Corporation,TSE:2809,Healthcare,Japan,18,-1%,24
11921,Key Coffee Inc.,TSE:2594,Healthcare,Japan,22,-1%,15
11551,Keyware Solutions Inc.,TSE:3799,Industrials,Japan,49,3%,22
11083,"KFC Holdings Japan, Ltd.",TSE:9873,Industrials,Japan,85,-4%,8
11800,"KFC, Ltd.",TSE:3420,Industrials,Japan,66,-5%,9
11157,"KH Neochem Co., Ltd.",TSE:4189,Industrials,Japan,56,-6%,5
11616,"Kikuchi Seisakusho Co., Ltd.",JASDAQ:3444,Industrials,Japan,53,5%,22
11896,"Kikusui Chemical Industries Co., Ltd.",TSE:7953,Industrials,Japan,90,7%,14
11215,Kikusui Electronics Corporation,JASDAQ:6912,Industrials,Japan,27,-4%,25
10333,"Kimoto Co., Ltd.",TSE:7908,Industrials,Japan,55,6%,15
11591,"Kimura Chemical Plants Co., Ltd.",TSE:6378,Industrials,Japan,3,3%,21
11159,"Kimura Unity Co., Ltd.",TSE:9368,Industrials,Japan,26,4%,22
2598,Kimuratan Corporation,TSE:8107,Industrials,Japan,81,-5%,14
15276,Kinden Corporation,TSE:1944,Industrials,Japan,32,-1%,8
11625,"King Jim Co., Ltd.",TSE:7962,Industrials,Japan,86,-6%,9
11001,"King Record Co., Ltd.","Private:King RecoCo., Ltd.",Industrials,Japan,91,3%,20
11782,"Kinoshita Management Co., Ltd",Private:KinLtd,Industrials,Japan,17,-6%,10
2679,Kinugawa Rubber Industrial Co. Ltd. (taken private),Private:Kinugawaprivate),Industrials,Japan,65,0%,18
2758,"Kirin Holdings Company, Limited",TSE:2503,Industrials,Japan,20,7%,21
15282,"Kissei Pharmaceutical Co., Ltd.",TSE:4547,Industrials,Japan,5,7%,9
11874,"Kitagawa Iron Works Co., Ltd.",TSE:6317,Industrials,Japan,76,1%,20
11597,"Kitanihon Spinning Co., Ltd.",TSE:3409,Industrials,Japan,8,-5%,11
2711,"Kitoku Shinryo Co., Ltd.",JASDAQ:2700,Industrials,Japan,9,5%,15
11129,KLab Inc.,TSE:3656,Industrials,Japan,27,4%,9
6139,Kobayashi Metals Limited,TSE:8077,Industrials,Japan,10,4%,7
11074,Kobayashi Pharmaceutical Co. Ltd.,TSE:4967,Industrials,Japan,95,-7%,6
11206,"Kobe Bussan Co., Ltd.",TSE:3038,Industrials,Japan,47,-3%,5
11481,"Kobe Diesel Co., Ltd.",TSE:6016,Industrials,Japan,76,-1%,15
2660,Kobe Steel Ltd.,TSE:5406,Industrials,Japan,60,5%,6
11363,"KOBELCO Construction Machinery Co.,Ltd.",Private:KOBtd.,Industrials,Japan,82,2%,20
11518,"Kodama Plastics Co.,Ltd.","Private:Kodama Pl Co.,Ltd.",Industrials,Japan,24,1%,15
11390,KODENSHI CORP.,Private:KODENSHI SHI CORP.,Industrials,Japan,92,1%,12
10369,"Koei Chemical Company, Limited",TSE:4367,Industrials,Japan,88,-2%,12
11160,Kohnan Shoji Co. Ltd.,TSE:7516,Industrials,Japan,84,-8%,25
11205,"Koike Sanso Kogyo Co., Ltd.",TSE:6137,Industrials,Japan,65,-8%,11
11563,KOIKE-YA Inc.,JASDAQ:2226,Industrials,Japan,22,1%,21
11009,Koito Manufacturing Co. Ltd.,TSE:7276,Industrials,Japan,54,2%,19
11000,"Kojima Iron Works Co., Ltd.",TSE:6112,Industrials,Japan,36,0%,7
11212,Koken Ltd.,JASDAQ:7963,Industrials,Japan,98,2%,23
11072,"Kokubu & Co.,Ltd",Private:KokLtd,Industrials,Japan,43,-4%,20
11203,Kokubu Group Corp.,Private:Kokrp.,Industrials,Japan,87,6%,22
15249,Kokuyo Co. Ltd.,TSE:7984,Industrials,Japan,72,4%,12
11109,Komaihaltec Inc.,TSE:5915,Industrials,Japan,82,3%,5
11138,Komatsu Ltd.,TSE:6301,Industrials,Japan,52,-2%,14
10615,"KOMATSU SEIREN Co.,Ltd.",TSE:3580,Industrials,Japan,25,4%,20
10290,Komori Corp.,TSE:6349,Industrials,Japan,87,8%,16
10364,Konami Holdings Corporation,TSE:9766,Industrials,Japan,96,-2%,6
11106,"Konica Minolta, Inc.",TSE:4902,Industrials,Japan,49,3%,21
11010,"Konishiyasu Co., Ltd.","Private:Konishi., Ltd.",Industrials,Japan,25,-6%,9
11112,"Konoike Transport Co., Ltd.",TSE:9025,Industrials,Japan,77,1%,11
11517,"Kosaikogei Co.,Ltd.",JASDAQ:7878,Industrials,Japan,63,1%,6
2658,KOSE Corp.,TSE:4922,Industrials,Japan,29,-6%,5
15248,"Kosho Co.,Ltd.","Private:Kosho Co. Co.,Ltd.",Industrials,Japan,21,2%,25
2595,"Kotabe Co.,Ltd.","Private:Kotabe Co Co.,Ltd.",Industrials,Japan,29,0%,14
11340,"Kowa Company, Ltd.","Private:Kowa Comny, Ltd.",Industrials,Japan,85,-1%,25
11594,"Kreo Industrial Co.,Ltd.","Private:Kreo Indu Co.,Ltd.",Industrials,Japan,52,-2%,14
11226,Krosaki Harima Corporation,TSE:5352,Industrials,Japan,10,-3%,14
11583,K's Holdings Corporation,TSE:8282,Industrials,Japan,62,5%,6
10596,Kubota Corporation,TSE:6326,Industrials,Japan,13,-5%,9
11140,KUBOTEK Corporation,TSE:7709,Industrials,Japan,25,-3%,21
11799,"Kumiai Chemical Industry Co., Ltd.",TSE:4996,Industrials,Japan,80,7%,20
11170,"Kuramoto Co., Ltd.",JASDAQ:5216,Industrials,Japan,99,4%,15
11848,"Kuribayashi Steamship Co., Ltd.",TSE:9171,Industrials,Japan,45,6%,17
11202,Kurita Water Industries Ltd.,TSE:6370,Industrials,Japan,93,-7%,24
11401,Kuriyama Holdings Corporation,TSE:3355,Industrials,Japan,66,0%,6
11809,"Kuroda Electric Co., Ltd.",TSE:7517,Industrials,Japan,74,-1%,6
11066,Kuroda Precision Industries Ltd.,TSE:7726,Industrials,Japan,77,-4%,12
11501,"Kushiro Coal Mine Co.,Ltd.","Private:Kushiro C Co.,Ltd.",Industrials,Japan,21,2%,15
2509,"KUZE Co., Ltd",JASDAQ:2708,Industrials,Japan,58,6%,11
11790,KVK Corporation,JASDAQ:6484,Industrials,Japan,51,4%,8
2634,KYB Corporation,TSE:7242,Industrials,Japan,80,-8%,16
11784,Kyocera Corp.,TSE:6971,Industrials,Japan,17,-3%,22
2169,"Kyoden Company, Limited",TSE:6881,Industrials,Japan,100,6%,21
11166,Kyodo Paper Holdings,JASDAQ:9849,Industrials,Japan,87,-2%,22
2652,"Kyoei Sangyo Co.,Ltd.",TSE:6973,Industrials,Japan,51,7%,18
11019,"Kyoei Steel, Ltd.",TSE:5440,Industrials,Japan,96,-4%,8
11143,"Kyoei Tanker Co., Ltd.",TSE:9130,Industrials,Japan,42,-7%,9
11087,"Kyokuyo Co., Ltd.",TSE:1301,Industrials,Japan,40,2%,25
2495,"KYORIN Holdings, Inc.",TSE:4569,Industrials,Japan,46,0%,24
11118,Kyoritsu Air Tech Inc.,JASDAQ:5997,Industrials,Japan,74,6%,21
11145,"Kyoritsu Computer & Communication Co.,Ltd.",JASDAQ:3670,Industrials,Japan,7,-6%,18
2504,"Kyoritsu, K.K.","Private:Kyoritsu,tsu, K.K.",Industrials,Japan,9,-1%,13
11388,"Kyosha Co., Ltd.",JASDAQ:6837,Industrials,Japan,83,-5%,11
11017,Kyoto (City of),Private:Kyoto (Ci(City of),Industrials,Japan,72,-1%,14
10309,"Kyoto Nakai Shoji Co.,Ltd. ","Private:Kyoto NakCo.,Ltd.",Industrials,Japan,27,-5%,18
10289,Kyoto Renaiss Hospital,Private:Kyoto Ren Hospital,Industrials,Japan,65,-5%,16
10579,"Kyoto Shimbun Co., Ltd.","Private:Kyoto ShiCo., Ltd.",Industrials,Japan,37,4%,19
11893,"Kyoto Tool Co., Ltd.",TSE:5966,Industrials,Japan,60,-3%,22
11021,Kyowa Exeo Corporation,TSE:1951,Industrials,Japan,62,3%,6
10302,"Kyowa Hakko Kirin Co., Ltd.",TSE:4151,Industrials,Japan,94,4%,25
2501,"Kyowa Leather Cloth Co., Ltd.",TSE:3553,Industrials,Japan,45,-3%,24
6131,"Kyowanissei Co., Ltd.",JASDAQ:1981,Industrials,Japan,35,0%,10
2771,Kyudenko Corporation,TSE:1959,Industrials,Japan,0,-8%,22
11391,"Kyushu Electric Power Company, Incorporated",TSE:9508,Industrials,Japan,7,7%,5
11068,"Labo Japan.Co.,Ltd.","Private:Labo Japa.Co.,Ltd.",Industrials,Japan,72,4%,21
6117,"LAC Co., Ltd.",JASDAQ:3857,Industrials,Japan,61,-4%,10
11582,Lasertec Corporation,TSE:6920,Industrials,Japan,29,3%,25
11577,Lawson Inc.,TSE:2651,Industrials,Japan,76,5%,5
10366,"Learning Masters(International), Inc. ","Private:Learning l), Inc. ",Industrials,Japan,4,-1%,20
2531,"LEC, Inc.",TSE:7874,Industrials,Japan,47,-1%,25
10338,Leopalace21 Corporation,TSE:8848,Industrials,Japan,5,-7%,16
2668,Levi Strauss Japan k.k.,TSE:9836,Industrials,Japan,81,0%,10
11185,"Lihit Lab., Inc.",TSE:7975,Industrials,Japan,6,4%,5
15242,"Lilycolor Co., Ltd.",JASDAQ:9827,Industrials,Japan,38,-4%,19
11813,LINE Corporation,TSE:3938,Industrials,Japan,51,-3%,10
2664,"Linical Co., Ltd.",TSE:2183,Industrials,Japan,28,8%,25
2648,Lintec Corp.,TSE:7966,Industrials,Japan,52,2%,11
11884,Lion Corporation,TSE:4912,Industrials,Japan,52,7%,6
10326,"LITALICO, Inc.",TSE:6187,Industrials,Japan,67,8%,17
11804,"Lite-on Japan, Ltd.",JASDAQ:2703,Industrials,Japan,12,7%,7
10359,"Live Revolution Co., Ltd.","Private:Live RevoCo., Ltd.",Industrials,Japan,87,-1%,18
11392,LIXIL Group Corporation,TSE:5938,Industrials,Japan,15,4%,17
10346,"LONG LIFE HOLDING Co., Ltd.",JASDAQ:4355,Industrials,Japan,47,8%,14
11278,"Lotte Co., Ltd.","Private:Lotte Co.Co., Ltd.",Industrials,Japan,83,-7%,18
10340,"Macnica Fuji Electronics Holdings, Inc.",TSE:3132,Industrials,Japan,50,4%,5
11889,"Macnica, Inc.",Private:Macni Inc.,Industrials,Japan,80,8%,13
10334,Maeda Corp.,TSE:1824,Industrials,Japan,45,-3%,23
11393,"Maeda Seisakusho Co.,Ltd.",JASDAQ:6281,Industrials,Japan,6,8%,19
10324,"Maezawa Kasei Industries Co., Ltd.",TSE:7925,Industrials,Japan,100,0%,14
10315,"Maezawa Kyuso Industries Co., Ltd.",TSE:6485,Industrials,Japan,21,3%,25
10305,Makita Corporation,TSE:6586,Industrials,Japan,14,6%,7
11018,"Mamezou Holdings Co., Ltd.",TSE:3756,Industrials,Japan,62,5%,24
10337,Mamiya-OP Co. Ltd.,TSE:7991,Industrials,Japan,98,-3%,14
10562,Manac Incorporated,TSE:4364,Industrials,Japan,58,-5%,24
10395,Mandom Corp.,TSE:4917,Industrials,Japan,9,2%,12
10336,Mansei Corporation,TSE:7565,Industrials,Japan,77,-5%,25
11864,"MARK STYLER Co., Ltd. ","Private:MARK ST, Ltd. ",Industrials,Japan,25,3%,7
6128,Mars Engineering Corporation,TSE:6419,Industrials,Japan,14,0%,8
10581,"Marubeni Construction Material Lease Co., Ltd.",TSE:9763,Industrials,Japan,21,-2%,7
11894,Marubeni Corporation,TSE:8002,Industrials,Japan,35,-3%,19
11863,Marubeni-Itochu Steel Inc.,Private:Marnc.,Industrials,Japan,38,1%,9
11103,Marubun Corporation,TSE:7537,Industrials,Japan,59,4%,25
15241,"Marufuji Sheet Piling Co., Ltd.",TSE:8046,Industrials,Japan,36,-6%,18
10843,Maruha Nichiro Corporation,TSE:1333,Industrials,Japan,84,2%,8
11621,"Maruhan Co., Ltd.","Private:Maruhan CCo., Ltd.",Industrials,Japan,52,-1%,15
15243,"Maruhon Industry co., Ltd.","Private:Maruhon Ico., Ltd.",Industrials,Japan,75,4%,16
11810,"Marui Group Co., Ltd.",TSE:8252,Industrials,Japan,73,-3%,7
10293,"MARUICHI Co.,Ltd.",NSE:8228,Industrials,Japan,71,-8%,22
10307,Maruka Machinery Co. Ltd.,TSE:7594,Industrials,Japan,3,8%,8
11135,"Maruko Co., Ltd.",TSE:9980,Industrials,Japan,6,-5%,23
11632,"Marumae Co., Ltd.",TSE:6264,Industrials,Japan,33,-2%,7
11746,"Marusan-Ai Co., Ltd.",NSE:2551,Industrials,Japan,66,-1%,12
10379,"Marutai Co.,Ltd.",FKSE:2919,Industrials,Japan,45,-7%,25
11397,"Maruwa Co., Ltd.",TSE:5344,Industrials,Japan,44,-7%,24
11218,"Maruwa Unyu Kikan Co.,Ltd.",TSE:9090,Industrials,Japan,66,7%,20
2760,Maruwn Corporation,TSE:9067,Industrials,Japan,48,8%,18
11887,"Maruyasu Industries Co., Ltd ","Private:Maruyas., Ltd ",Industrials,Japan,55,-5%,8
11049,"Maruzen Chemical Co., Ltd.","Private:Maruzen o., Ltd.",Industrials,Japan,28,-1%,13
2772,Marvelous Inc.,TSE:7844,Industrials,Japan,79,3%,10
11866,"Masstune, Inc","Private:Masstune,tune, Inc",Industrials,Japan,14,-1%,15
10497,"Mation.,Inc","Private:Mation.,Ition.,Inc",Industrials,Japan,84,-6%,9
11803,"Matsumoto Yushi Seiyaku Co., Ltd.",JASDAQ:4365,Industrials,Japan,92,-5%,15
11623,"Matsumotokiyoshi Holdings Co., Ltd.",TSE:3088,Industrials,Japan,31,5%,16
10946,"MATSUMURA OIL Co., Ltd.","Private:MATSUMURACo., Ltd.",Industrials,Japan,86,1%,13
6141,Max Co. Ltd.,TSE:6454,Industrials,Japan,63,2%,14
11006,"Maxvalu Chubu Co., Ltd.",NSE:8171,Industrials,Japan,93,-2%,8
11114,"MaxValu Hokkaido Co., Ltd.",JASDAQ:7465,Industrials,Japan,75,-1%,17
2496,"Maxvalu Kyushu Co.,Ltd.",JASDAQ:3171,Industrials,Japan,87,6%,21
11020,"Maxvalu Nishinihon Co., Ltd.",TSE:8287,Industrials,Japan,29,4%,18
10373,"MaxValu Tohoku Co.,Ltd.",TSE:2655,Industrials,Japan,24,-1%,12
10376,Mazda Motor Corporation,TSE:7261,Industrials,Japan,9,-3%,7
11515,"McDonald's Holdings Company (Japan), Ltd.",JASDAQ:2702,Industrials,Japan,42,5%,15
11564,Media Five Co.,FKSE:3824,Industrials,Japan,76,6%,21
11876,"Media Global Links Co., Ltd.",JASDAQ:6659,Industrials,Japan,54,-7%,21
11857,"MEDIASEEK,inc.",TSE:4824,Industrials,Japan,63,7%,25
11394,"Medical & Biological Laboratories Co., Ltd.",JASDAQ:4557,Industrials,Japan,38,3%,17
