id,name,industry,country,sent,price,itemCount
2006,YUrp.,Consumer Discretionary,South Korea,29,-1%,3
9287,agtd.,Industrials,Japan,81,6%,1
3433,katd.,Industrials,Japan,23,-3%,5
5109,ened ,Industrials,Japan,71,3%,0
9096,ittd.,Industrials,Japan,39,1%,5
9331,niion,Consumer Staples,Japan,16,-3%,6
3048,.Bnc.,Industrials,United States,8,-6%,8
9493,oknc.,Utilities,Japan,14,-4%,2
4101,CRion,Information Technology,United States,29,4%,3
1833,B td.,Financials,South Korea,96,2%,0
122,SLtd.,Healthcare,Australia,78,2%,2
9295,okted,Information Technology,Japan,61,-7%,7
2893,isnc.,Consumer Discretionary,United States,12,7%,6
3810,mb.A.,Industrials,Brazil,46,-5%,1
8254,raion,Consumer Discretionary,Japan,13,-3%,0
466,roPLC,Telecommunication Services,Belgium,11,-3%,7
1942,SRtd.,Consumer Staples,South Korea,12,-3%,3
198,ai.A.,Financials,Spain,76,3%,1
3757,r nc.,Consumer Staples,United States,90,1%,3
8476,osion,Materials,Japan,86,0%,5
3732,ilnc.,Consumer Discretionary,United States,46,7%,1
4292,igted,Consumer Discretionary,Bermuda,48,-1%,4
3674,MSion,Utilities,United States,75,6%,5
2340,asplc,Industrials,United Kingdom,54,-7%,8
4507,eyCo.,Real Estate,United States,20,-4%,1
3092,amion,Information Technology,United States,96,-7%,8
2799,uinc.,Industrials,United States,79,-6%,4
3091,ifnc.,Healthcare,United States,45,5%,7
8867,umtd.,Industrials,Japan,48,1%,6
3820,nvnc.,Healthcare,United States,68,-1%,8
9124,OKion,Consumer Discretionary,Japan,10,-8%,1
5642,ranc.,Industrials,United States,25,7%,4
1125,asted,Consumer Staples,South Africa,42,-8%,6
4118,ieplc,Industrials,United States,85,-4%,2
8253,DIrp.,Consumer Discretionary,Japan,43,-1%,8
3527,mpion,Information Technology,United States,4,6%,5
8923,TNrp.,Industrials,Japan,85,-5%,8
9491,hinc.,Utilities,Japan,9,-4%,4
4167,shion,Industrials,United States,25,-8%,6
7684,IHted,Information Technology,China,22,-6%,6
292,ottd.,Consumer Discretionary,India,92,3%,1
7773,STtd.,Information Technology,Hong Kong,25,2%,8
8467,ho.K.,Materials,Japan,2,0%,4
1119,atted,Information Technology,South Africa,25,-1%,0
4768,el.V.,Telecommunication Services,Mexico,37,-7%,1
4377,renc.,Consumer Staples,United States,53,-7%,7
9160,akion,Consumer Discretionary,Japan,20,-2%,8
2723,doted,Information Technology,United States,58,3%,5
9431,ittd.,Industrials,Japan,95,1%,7
9337,totd.,Energy,Japan,62,-5%,8
2113,amtd.,Industrials,South Korea,7,-1%,4
8484,irnc.,Materials,Japan,2,-7%,8
3557,veion,Materials,United States,25,-4%,5
330,edtd.,Information Technology,India,14,7%,3
8615,ujnc.,Consumer Discretionary,Japan,84,8%,0
9366,'sion,Consumer Discretionary,Japan,41,-8%,1
2383,S Plc,Materials,United Kingdom,85,2%,7
4084,otnc.,Information Technology,United States,36,-4%,2
8912,rotd.,Information Technology,Japan,53,6%,4
3897,annc.,Consumer Discretionary,United States,85,-8%,3
3487,vanc.,Utilities,United States,14,-2%,2
2240,B nc.,Financials,South Korea,5,-7%,3
3667,elnc.,Information Technology,Canada,71,-8%,8
4326,t.nc.,Healthcare,United States,6,5%,2
7913,aitd.,Industrials,China,49,3%,3
3921,arnc.,Consumer Discretionary,United States,97,-1%,6
2372,eaplc,Consumer Discretionary,United Kingdom,63,2%,2
7677,ahted,Consumer Discretionary,Hong Kong,44,0%,8
8636,tsrp.,Information Technology,Japan,4,-2%,3
4257,ocnc.,Industrials,United States,62,-3%,2
2389,AOtal,Materials,Russia,1,1%,1
8250,TOtd.,Consumer Staples,Japan,26,0%,8
8983,enion,Information Technology,Japan,52,-5%,1
3499,K ion,Materials,United States,66,8%,3
8757,ujtd.,Industrials,Japan,29,-5%,6
9327,antd.,Energy,Japan,7,-2%,3
3669,heany,Consumer Staples,United States,85,-2%,6
4376,honc.,Consumer Discretionary,United States,78,4%,8
9296,ition,Information Technology,Japan,64,7%,8
1843,mooup,Consumer Staples,South Korea,24,2%,2
7746,TRted,Industrials,Hong Kong,24,-7%,7
3722,anted,Consumer Discretionary,United States,90,-7%,7
9291,amtd.,Consumer Staples,Japan,20,-8%,7
2328,arplc,Industrials,United Kingdom,94,-1%,8
7864,eitd.,Consumer Discretionary,China,2,-7%,5
9310,annc.,Consumer Discretionary,Japan,36,-5%,8
2937,iforp,Financials,United States,82,4%,1
4251,earp.,Real Estate,United States,57,4%,1
233,PF.A.,Utilities,Brazil,6,8%,4
3515,meion,Real Estate,United States,26,2%,8
4201,acica,Materials,United States,85,6%,8
2270,antd.,Consumer Discretionary,South Korea,64,-8%,0
8792,HKtd.,Consumer Discretionary,Japan,27,5%,6
7431,al.A.,Consumer Staples,Chile,20,-8%,1
4425,GIion,Utilities,United States,42,-3%,7
5335,anA/S,Industrials,Denmark,33,-6%,0
4476,eaplc,Energy,Switzerland,51,-1%,6
8068,iptd.,Consumer Staples,Japan,94,8%,0
3554,vonc.,Consumer Staples,United States,91,-6%,7
3954,ngted,Consumer Staples,United States,36,8%,5
3160,etnc.,Information Technology,China,98,-6%,6
538,odace,Industrials,France,19,4%,0
1928,K Ltd,Materials,South Korea,10,6%,2
4146,weing,Industrials,United States,79,7%,8
4310,&Pnc.,Financials,United States,92,6%,3
3573,ooion,Information Technology,United States,54,-8%,8
4215,erplc,Healthcare,Ireland,74,4%,6
9242,ANnc.,Consumer Discretionary,Japan,10,2%,6
3864,ennc.,Healthcare,United States,8,-1%,6
9584,orion,Materials,Taiwan,63,0%,4
9422,agtd.,Industrials,Japan,51,-8%,0
3193,atnc.,Healthcare,United States,33,-8%,6
6832,anc.),Information Technology,United States,21,5%,6
8315,itnc.,Healthcare,Japan,34,-8%,5
2408,ubion,Industrials,Russia,77,4%,3
3613,urnc.,Consumer Discretionary,United States,89,-6%,8
8891,hiion,Industrials,Japan,33,-5%,7
9393,ainc.,Financials,Japan,67,8%,6
8309,aitd.,Information Technology,Japan,76,-5%,1
4158,liion,Materials,United States,96,-7%,0
8246,awnc.,Consumer Staples,Japan,51,3%,2
8507,betd.,Materials,Japan,79,4%,2
3316,raLLC,Consumer Discretionary,United States,27,3%,7
8198,ortd.,Consumer Staples,Japan,1,-8%,3
8600,iptd.,Materials,Japan,64,8%,8
2936,isnc.,Information Technology,United States,92,1%,6
2732,mTnc.,Financials,United States,67,5%,2
8681,heted,Consumer Discretionary,Japan,23,3%,4
3158,nsnc.,Information Technology,United States,39,-5%,2
7747,ected,Consumer Discretionary,Hong Kong,69,0%,2
8202,egtd.,Consumer Staples,Japan,17,3%,4
3100,atnc.,Consumer Discretionary,United States,42,-8%,2
3932,osnc.,Real Estate,United States,88,8%,7
4505,heany,Information Technology,United States,50,1%,7
3159,etnc.,Information Technology,United States,26,3%,7
532,ec SA,Consumer Discretionary,France,30,4%,5
3686,otnc.,Consumer Staples,United States,89,4%,4
7612,anCo.,Utilities,Philippines,6,0%,1
7777,JMted,Consumer Discretionary,Hong Kong,20,-8%,6
3642,elion,Materials,United States,61,0%,4
8336,sunc.,Consumer Staples,Japan,27,-2%,6
3389,innc.,Telecommunication Services,United States,53,-1%,6
288,dated,Industrials,India,68,-2%,2
84,eaion,Consumer Staples,United States,85,8%,3
2923,ssnc.,Industrials,United States,28,4%,3
3524,paion,Energy,United States,24,-3%,2
4224,uinc.,Healthcare,United States,53,3%,4
8053,srtd.,Materials,Israel,75,-7%,3
219,ex.V.,Materials,Mexico,58,4%,7
8927,intd.,Industrials,Japan,15,-2%,4
2160,G td.,Consumer Staples,South Korea,75,-1%,4
9328,natd.,Industrials,Japan,8,-8%,0
7709,rited,Industrials,Hong Kong,47,-2%,8
754,ür.S.,Telecommunication Services,Turkey,46,-8%,6
1761,J ion,Industrials,South Korea,15,1%,3
10124,SR AG,Industrials,Germany,18,0%,0
741,ärAbp,Industrials,Finland,72,6%,5
3684,ocnc.,Industrials,United States,89,-5%,3
9323,waion,Industrials,Japan,77,1%,4
8413,-Gion,Consumer Discretionary,Japan,0,7%,8
1971,amtd.,Information Technology,South Korea,35,4%,0
4245,obnc.,Industrials,United States,90,0%,2
7989,unted,Materials,China,29,-6%,7
9664,ottd.,Consumer Discretionary,Taiwan,9,1%,8
8753,ACion,Materials,Japan,82,6%,8
9358,hitd.,Consumer Discretionary,Japan,54,-1%,7
10121,TU AG,Industrials,Germany,33,-7%,1
511,li SA,Telecommunication Services,France,46,0%,5
7699,inted,Materials,Hong Kong,89,-3%,5
6656,icted,Consumer Staples,South Africa,42,3%,0
3469,BMted,Industrials,United States,94,-5%,3
9969,ornc.,Utilities,Canada,80,0%,4
3590,ignc.,Consumer Discretionary,United States,9,-1%,3
8705,ottd.,Industrials,Japan,19,-3%,1
3399,ahnc.,Information Technology,United States,35,4%,4
4508,ynion,Consumer Discretionary,United States,76,-8%,7
8324,omnc.,Real Estate,Japan,60,-3%,4
3949,ntPLC,Consumer Discretionary,United Kingdom,24,-3%,3
2874,inion,Industrials,United States,19,-8%,6
4091,asnc.,Industrials,United States,73,-3%,2
8496,itnc.,Materials,Japan,31,7%,4
4360,elnc.,Telecommunication Services,United States,25,4%,8
2279,anion,Consumer Discretionary,South Korea,41,0%,5
2084,sinc.,Industrials,South Korea,30,8%,3
4424,omion,Materials,United States,87,2%,1
201,am.A.,Industrials,Spain,75,-6%,2
225,ru.B.,Consumer Discretionary,Mexico,55,-2%,3
1988,ortd.,Materials,South Korea,91,-2%,0
4502,ilnc.,Consumer Discretionary,United States,18,-6%,5
4787,isrp.,Utilities,United States,37,-5%,2
5491,neorp,Utilities,United States,1,-2%,2
4481,esion,Materials,United States,83,1%,7
8493,anion,Materials,Japan,99,-3%,2
4822,ceion,Consumer Discretionary,United States,78,8%,2
3482,er.V.,Industrials,Ireland,48,-4%,0
8165,isnc.,Consumer Staples,Japan,72,-5%,8
5816,ottd.,Consumer Discretionary,South Korea,29,-5%,1
4309,penc.,Consumer Staples,United States,18,0%,3
3701,SRnc.,Information Technology,United States,49,-7%,2
4211,osnc.,Consumer Staples,United States,17,-2%,5
8227,aptd.,Consumer Staples,Japan,38,8%,7
1075,T Tbk,Financials,Indonesia,4,3%,4
2979,asnc.,Consumer Discretionary,United States,31,-7%,8
3286,irnc.,Consumer Discretionary,United States,53,7%,0
8266,ewion,Consumer Staples,Japan,50,-8%,5
8274,icrp.,Consumer Staples,Japan,29,-1%,6
2248,antd.,Industrials,South Korea,90,-4%,2
9980,ydted,Utilities,Canada,3,-2%,2
3974,unnc.,Information Technology,United States,8,-8%,5
2000,G td.,Information Technology,South Korea,89,-3%,8
3165,orion,Financials,United States,50,-8%,4
8465,entd.,Materials,Japan,27,3%,6
3828,ornc.,Industrials,United States,66,2%,4
9489,okany,Utilities,Japan,74,2%,7
3543,shnc.,Materials,United States,54,-8%,7
8304,attd.,Consumer Staples,Japan,98,-7%,7
2360,ubFon,Telecommunication Services,Russia,62,1%,4
9195,entd.,Consumer Discretionary,Japan,5,-6%,6
2079,anems,Consumer Discretionary,South Korea,99,-4%,5
195,ma.A.,Information Technology,Spain,11,-2%,6
6462,einc.,Consumer Discretionary,United States,96,-3%,7
4375,henc.,Financials,United States,71,-1%,4
2215,morp.,Consumer Staples,South Korea,14,-3%,6
2854,omnc.,Information Technology,United States,23,1%,8
8555,istd.,Healthcare,Japan,49,8%,3
8511,ittd.,Materials,Japan,82,-3%,1
4285,perp.,Energy,United States,36,-3%,3
7839,epted,Industrials,Singapore,86,2%,2
6710,T sia,Materials,Indonesia,97,-1%,0
4519,oenc.,Healthcare,United States,50,-3%,4
4351,olany,Consumer Staples,United States,17,5%,3
9116,istd.,Consumer Discretionary,Japan,22,0%,5
3150,ortd.,Consumer Discretionary,United States,89,7%,5
9071,anion,Industrials,Japan,98,-5%,7
3237,egnc.,Healthcare,United States,70,-3%,0
7848,inLtd,Industrials,Singapore,54,1%,8
4260,PMnc.,Materials,United States,53,-6%,4
8308,isnc.,Industrials,Japan,52,2%,0
3352,LTnc.,Consumer Discretionary,United States,60,-8%,5
10097,GHjna,Materials,Poland,52,7%,6
3025,ntnc.,Information Technology,United States,91,-3%,2
7203,EDtd.,Materials,China,73,8%,7
3111,agnc.,Healthcare,United States,14,7%,0
7972,entd.,Materials,China,49,5%,0
4419,ndnc.,Consumer Discretionary,United States,37,6%,3
1769,antd.,Financials,South Korea,97,-2%,7
3457,unted,Healthcare,India,30,0%,7
8721,istd.,Materials,Japan,25,-5%,6
4307,onany,Materials,United States,34,3%,0
3710,VRnc.,Energy,United States,61,8%,8
9404,eoion,Real Estate,Japan,59,4%,8
8003,antd.,Information Technology,China,80,-8%,5
458,ol.V.,Industrials,Netherlands,90,1%,8
9938,anted,Industrials,Canada,55,-8%,2
9426,annc.,Industrials,Japan,70,2%,2
3612,eaion,Energy,United States,100,-4%,2
251,IM.A.,Telecommunication Services,Brazil,91,-5%,2
4562,webl),Financials,Sweden,86,1%,6
1755,ootd.,Financials,South Korea,40,-8%,3
2831,erion,Healthcare,United States,67,7%,5
3905,esion,Energy,United States,55,7%,2
212,ru.V.,Consumer Staples,Mexico,93,2%,0
10122,VV AG,Utilities,Germany,20,3%,5
753,ur AS,Telecommunication Services,Turkey,20,-7%,7
2384,miplc,Healthcare,United Kingdom,89,-2%,3
8567,erion,Healthcare,Japan,4,8%,1
8949,osion,Information Technology,Japan,71,1%,7
3997,icted,Consumer Discretionary,United Kingdom,64,6%,7
2905,lenc.,Information Technology,United States,40,3%,5
9669,niion,Information Technology,Taiwan,40,4%,0
7899,iaion,Consumer Discretionary,China,36,0%,0
4197,olnc.,Consumer Discretionary,United States,19,-6%,3
4403,rinc.,Industrials,United States,47,6%,5
9384,uytd.,Financials,Japan,74,0%,7
9995,inrp.,Consumer Discretionary,Canada,6,-2%,6
4,buJSC,Utilities,United Arab Emirates,79,-3%,7
8121,entd.,Industrials,Japan,31,2%,4
1116,artd.,Industrials,South Africa,73,-2%,6
8553,hutd.,Healthcare,Japan,73,7%,2
6207,evCo.,Consumer Discretionary,United States,44,-7%,6
8280,isLtd,Consumer Staples,Japan,78,-4%,7
1935,amtd.,Information Technology,South Korea,30,-3%,8
7719,inted,Industrials,China,25,-1%,0
3377,WRion,Healthcare,United States,25,3%,1
9779,T td.,Information Technology,Taiwan,62,8%,8
3946,ntnc.,Financials,United States,79,2%,4
4274,ciion,Information Technology,United States,35,-8%,8
8340,urtd.,Materials,Japan,81,-8%,1
266,heted,Utilities,India,24,1%,0
3579,ruion,Consumer Discretionary,United States,58,-2%,6
3782,nb.P.,Energy,United States,35,-8%,6
2970,ri.A.,Healthcare,Spain,53,0%,6
9627,alion,Industrials,Taiwan,14,8%,1
190,en.A.,Energy,Luxembourg,40,-5%,6
8237,totd.,Consumer Staples,Japan,3,7%,6
9752,varp.,Industrials,Taiwan,19,6%,1
4368,erion,Industrials,United States,82,-8%,8
3711,VR LP,Energy,United States,16,0%,5
9294,apted,Industrials,Japan,95,-8%,6
7621,heank,Financials,Saudi Arabia,59,-8%,3
4059,cCted,Consumer Staples,United States,6,-5%,1
3755,ipnc.,Healthcare,United States,55,2%,2
2111,GFtd.,Consumer Staples,South Korea,75,0%,5
6078,eunc.,Consumer Staples,United States,33,7%,5
9227,oyrp.,Healthcare,Japan,46,1%,1
105,utted,Consumer Discretionary,Australia,28,4%,0
4387,eanc.,Healthcare,United States,34,-7%,5
10005,atada,Financials,Canada,21,8%,6
4696,il SA,Telecommunication Services,Luxembourg,94,3%,4
8445,aiion,Materials,Japan,99,7%,1
221,nd CV,Materials,Mexico,78,-4%,8
8111,odion,Industrials,Japan,66,-2%,3
8861,MCrp.,Industrials,Japan,98,-5%,1
7790,dvted,Telecommunication Services,Thailand,28,-5%,3
3775,ynnc.,Utilities,United States,34,5%,6
8888,barp.,Industrials,Japan,37,-6%,6
9471,iknc.,Consumer Discretionary,Japan,68,2%,6
10107,irPLC,Industrials,Germany,65,-7%,1
3884,raany,Materials,United States,53,-2%,4
10083,ai AG,Financials,Austria,81,6%,7
8232,octd.,Consumer Staples,Japan,57,0%,7
8141,inion,Industrials,Japan,71,2%,8
2324,omplc,Information Technology,United Kingdom,5,0%,6
7799,ssted,Energy,Thailand,20,-3%,3
8140,antd.,Industrials,Japan,94,5%,2
2421,dvnc.,Information Technology,United States,41,-4%,0
5056,riity,Utilities,Canada,36,7%,0
3982,BRnc.,Industrials,United States,61,-3%,6
3795,nLLLC,Energy,United States,56,-6%,7
3796,nL LP,Energy,United States,80,4%,0
4573,usbl),Consumer Discretionary,Sweden,75,-2%,7
3458,ected,Information Technology,India,23,6%,2
3462,ginc.,Healthcare,United States,38,1%,5
3595,ronc.,Healthcare,United States,66,3%,2
7956,hitd.,Healthcare,China,23,8%,0
6643,etnc.,Consumer Discretionary,United States,99,-2%,3
3332,. nc.,Financials,United States,53,1%,7
3624,ACInc,Information Technology,United States,81,1%,8
6582,ntoup,Utilities,Canada,27,-6%,8
8975,kitd.,Information Technology,Japan,46,-6%,5
4287,elion,Healthcare,United States,31,4%,3
3254,usnc.,Industrials,United States,58,-4%,3
4444,heion,Materials,United States,26,6%,8
9091,oktd.,Consumer Discretionary,Japan,100,2%,2
4506,heany,Consumer Staples,United States,87,5%,6
3900,elnc.,Real Estate,United States,6,7%,6
2385,poplc,Consumer Discretionary,United Kingdom,15,-1%,1
321,ettd.,Energy,India,92,4%,6
4409,otnc.,Information Technology,United States,88,-2%,2
4248,ratd.,Energy,Switzerland,53,3%,7
2793,eanc.,Industrials,United States,83,8%,7
4999,"elc.,",Consumer Discretionary,United States,76,5%,8
8745,iptd.,Materials,Japan,56,2%,4
4226,esnc.,Consumer Discretionary,Canada,43,8%,2
344,vi.A.,Industrials,Panama,16,-5%,8
9367,alion,Consumer Discretionary,Japan,68,1%,4
5172,hitd.,Industrials,China,68,1%,2
2026,yuion,Industrials,South Korea,90,7%,8
3622,abted,Consumer Discretionary,United States,44,-8%,8
4050,DUnc.,Utilities,United States,90,-3%,1
8105,aerp.,Industrials,Japan,89,-7%,3
3564,xatd.,Materials,United States,23,2%,8
4081,arion,Energy,United States,46,6%,0
1113,ngtd.,Materials,South Africa,13,0%,4
3520,egnc.,Energy,Greece,56,6%,8
159,ootd.,Energy,Australia,88,2%,0
1003,ojion,Consumer Discretionary,Japan,63,8%,1
9166,ojion,Consumer Discretionary,Japan,73,-2%,1
9303,amrp.,Industrials,Japan,100,1%,4
9315,uatd.,Industrials,Japan,21,-1%,0
8729,aitd.,Materials,Japan,48,0%,5
486,as SA,Industrials,France,73,-8%,1
7876,hotd.,Materials,China,92,1%,5
2811,"A,nc.",Information Technology,United States,45,-1%,1
4339,wiany,Industrials,United States,31,7%,8
9689,ision,Information Technology,Taiwan,99,-8%,8
8299,CMtd.,Consumer Discretionary,Japan,52,0%,5
10132,al SE,Consumer Discretionary,Germany,39,-8%,0
3834,renc.,Consumer Staples,United States,55,3%,2
2913,ndplc,Healthcare,Ireland,84,-6%,8
3563,XIted,Financials,Bermuda,99,6%,2
3601,emnc.,Materials,United States,38,-4%,5
4378,ifCo.,Consumer Discretionary,United States,25,-3%,1
9535,ennc.,Consumer Discretionary,Japan,23,-2%,3
2005,yutd.,Industrials,South Korea,38,3%,2
8008,hetd.,Information Technology,China,70,4%,2
7887,anted,Healthcare,China,98,-2%,7
8503,aiion,Materials,Japan,4,-5%,1
5417,ontd.,Industrials,South Korea,57,1%,8
2294,olnc.,Materials,South Korea,51,4%,0
7967,iatd.,Consumer Discretionary,China,81,-4%,7
2932,asany,Industrials,United States,70,7%,1
4277,alnc.,Consumer Discretionary,United States,73,0%,5
4223,ioany,Energy,United States,98,8%,4
3596,arnc.,Consumer Discretionary,United States,83,6%,6
3560,menc.,Consumer Discretionary,United States,9,4%,0
4438,niion,Telecommunication Services,United States,67,2%,8
3846,lonc.,Consumer Staples,United States,90,8%,1
7997,intd.,Industrials,China,39,-3%,5
2757,henc.,Consumer Staples,United States,61,5%,0
9161,S td.,Consumer Discretionary,Japan,33,5%,1
3638,rorp.,Real Estate,United States,19,-2%,7
10017,otnc.,Materials,Canada,30,3%,7
3580,oiany,Materials,United States,48,2%,5
3177,N ion,Information Technology,United States,82,-1%,8
8746,itted,Materials,Japan,42,1%,1
2749,mknc.,Information Technology,United States,14,1%,8
9211,ugtd.,Consumer Staples,Japan,70,-7%,8
120,octed,Consumer Staples,Australia,40,8%,6
9457,ipnc.,Consumer Discretionary,Japan,20,-8%,2
8706,GKtd.,Industrials,Japan,54,-4%,5
1084,T Tbk,Industrials,Indonesia,75,-1%,6
9412,eiion,Industrials,Japan,44,2%,0
8523,omtd.,Information Technology,Japan,17,0%,8
8690,umted,Consumer Discretionary,Japan,90,-4%,5
2150,ootd.,Industrials,South Korea,7,-8%,1
7656,exted,Consumer Discretionary,United States,39,8%,1
9672,innc.,Consumer Discretionary,Taiwan,50,1%,6
3509,MEnc.,Industrials,United States,79,-8%,4
8548,ition,Healthcare,Japan,11,5%,6
9125,uttd.,Consumer Discretionary,Japan,6,-1%,3
3502,lonc.,Energy,United States,98,-7%,0
3013,ngted,Consumer Staples,United States,52,7%,6
6746,aí.A.,Consumer Staples,Brazil,41,7%,4
7824,hated,Consumer Staples,Thailand,17,-1%,6
496,FA SA,Consumer Discretionary,France,53,-3%,6
8059,an.M.,Financials,Israel,40,7%,8
10032,hanc.,Consumer Discretionary,Canada,36,8%,5
7990,uaLtd,Healthcare,China,74,-1%,3
406,re AG,Telecommunication Services,Germany,37,8%,6
8630,TOion,Information Technology,Japan,64,1%,8
3313,ymion,Information Technology,United States,73,1%,4
9268,amion,Consumer Discretionary,Japan,86,7%,7
9743,veLtd,Industrials,Taiwan,26,-6%,2
8948,akion,Industrials,Japan,93,-2%,4
2898,mdted,Information Technology,United States,53,-1%,4
4012,egted,Consumer Discretionary,United States,82,5%,7
7985,isted,Consumer Discretionary,China,10,-4%,3
5150,hiion,Materials,Taiwan,67,-8%,5
3398,ENnc.,Healthcare,United States,68,-4%,8
4533,teASA,Information Technology,Norway,76,0%,5
4058,eaany,Consumer Staples,United States,78,7%,1
8210,ohtd.,Industrials,Japan,57,1%,1
8546,umtd.,Healthcare,Japan,83,6%,2
8089,istd.,Consumer Discretionary,Japan,21,8%,5
3852,MCnc.,Energy,United States,25,-1%,1
4405,ri SA,Materials,United States,9,-6%,2
3582,. nc.,Healthcare,United States,3,-8%,8
8104,umLtd,Industrials,Japan,89,6%,0
4300,nated,Industrials,United States,17,-5%,1
3152,asnc.,Financials,United States,90,-5%,0
9265,SIrp.,Consumer Discretionary,Japan,84,2%,6
9097,itrp.,Industrials,Japan,6,7%,2
9009,ioion,Consumer Discretionary,Japan,70,-8%,7
442,RC NV,Industrials,Netherlands,75,-6%,6
3700,arted,Industrials,United States,45,-4%,0
1992,yutd.,Industrials,South Korea,91,-5%,4
4371,rinc.,Industrials,United States,37,1%,8
8116,ipion,Industrials,Japan,19,-4%,8
7911,hatd.,Industrials,China,55,-7%,2
8649,ioion,Consumer Staples,Japan,80,5%,8
8676,ujtd.,Energy,Japan,47,1%,2
3646,olion,Industrials,United States,7,2%,1
3915,eaion,Healthcare,United States,32,4%,5
4018,ennc.,Industrials,United States,42,5%,5
9783,aiLtd,Telecommunication Services,Taiwan,67,-7%,1
8366,ISnc.,Information Technology,Japan,27,-5%,3
2724,nanc.,Information Technology,United States,77,4%,8
4521,irted,Industrials,New Zealand,38,-8%,4
7795,erted,Industrials,Thailand,10,8%,6
4022,inion,Information Technology,United States,100,-4%,3
3288,ilnc.,Materials,United States,22,6%,5
2918,qunc.,Real Estate,United States,92,-2%,0
5936,srtd.,Industrials,Israel,14,6%,8
4046,ooion,Financials,United States,46,-7%,6
9031,okrp.,Information Technology,Japan,17,-4%,7
8312,acnc.,Information Technology,Japan,64,-3%,3
2840,al.P.,Energy,United States,58,2%,3
4113,iSnc.,Utilities,United States,40,-1%,1
2307,ob.P.,Telecommunication Services,Kuwait,90,7%,5
8939,asrp.,Information Technology,Japan,15,-5%,8
8877,oyion,Industrials,Japan,32,-1%,2
2321,urplc,Consumer Discretionary,United Kingdom,9,3%,4
4455,annc.,Information Technology,United States,32,3%,1
7901,nitd.,Information Technology,China,57,7%,1
8916,egnc.,Consumer Discretionary,Japan,29,-3%,2
9661,ultd.,Consumer Discretionary,Taiwan,97,8%,4
3401,ebion,Information Technology,United States,95,3%,5
2996,ubnc.,Industrials,United States,25,0%,4
1795,ontd.,Materials,South Korea,68,0%,6
2995,SNnc.,Consumer Discretionary,United States,18,-3%,1
136,ewted,Materials,Australia,73,-2%,0
8749,owtd.,Materials,Japan,47,4%,1
4242,esnc.,Materials,Canada,31,2%,4
7822,ruted,Telecommunication Services,Thailand,74,-4%,1
2289,oonc.,Industrials,South Korea,52,8%,8
9747,anion,Industrials,Taiwan,50,0%,7
9274,intd.,Information Technology,Japan,74,-6%,0
8200,aktd.,Consumer Staples,Japan,76,6%,1
8684,oytd.,Consumer Discretionary,Japan,91,-8%,7
2651,atrp.,Financials,United States,72,4%,3
3098,arnc.,Consumer Discretionary,United States,15,6%,4
237,le.A.,Utilities,Brazil,60,1%,6
8275,oytd.,Consumer Staples,Japan,91,-1%,7
2167,eArp.,Materials,South Korea,82,7%,0
3264,canc.,Information Technology,United States,49,-1%,5
238,ne.A.,Utilities,Brazil,82,3%,0
3962,roted,Real Estate,United States,21,7%,1
3868,olnc.,Materials,Canada,36,-1%,6
9057,tatd.,Consumer Discretionary,Japan,48,0%,6
2140,avion,Information Technology,South Korea,57,6%,6
4209,inion,Utilities,United States,23,0%,4
3648,hunc.,Consumer Staples,United States,56,6%,8
8305,ocnc.,Consumer Staples,Japan,15,8%,1
4034,exnc.,Information Technology,United States,46,2%,7
7263,iaion,Materials,China,32,-5%,6
9878,uptd.,Information Technology,Taiwan,20,-6%,7
3692,oonc.,Consumer Discretionary,United States,74,1%,4
9990,inion,Materials,Canada,62,-4%,4
8826,MGtd.,Industrials,Japan,37,0%,4
4582,ouCo.,Utilities,United States,74,-8%,5
428,miJSC,Telecommunication Services,United Arab Emirates,26,4%,0
4556,et AB,Healthcare,Sweden,45,-3%,0
447,em NV,Information Technology,Netherlands,71,7%,6
2014,umtd.,Materials,South Korea,43,3%,2
3606,ronc.,Information Technology,United States,19,-6%,4
8498,SRion,Materials,Japan,60,0%,8
8054,an BM,Financials,Israel,80,-5%,8
4230,er.V.,Consumer Discretionary,Italy,40,3%,6
7979,awtd.,Consumer Discretionary,China,37,-1%,1
8024,hated,Materials,China,32,0%,0
8026,uatd.,Utilities,China,37,-5%,8
2878,itnc.,Information Technology,United States,2,-3%,1
10109,ec AG,Information Technology,Germany,53,-8%,0
8707,GKtd.,Consumer Discretionary,Japan,63,-8%,5
4177,itnc.,Industrials,United States,58,7%,3
3565,cunc.,Industrials,United States,24,0%,8
235,omnal,Materials,Brazil,63,1%,2
4144,rbnc.,Industrials,United States,30,0%,0
4098,obnc.,Energy,United States,72,-5%,0
4464,aync.,Consumer Discretionary,United States,85,-4%,4
4384,ainc.,Consumer Discretionary,United States,24,6%,2
4471,asnc.,Industrials,Canada,48,7%,3
499,as SE,Information Technology,France,2,-7%,0
3255,abion,Information Technology,United States,10,-6%,5
9321,ipion,Healthcare,Japan,99,-6%,1
7628,tiany,Telecommunication Services,Saudi Arabia,42,2%,0
9391,ition,Financials,Japan,37,7%,5
186,spSpA,Information Technology,Italy,41,-5%,1
1156,ethad,Materials,Malaysia,4,-3%,6
8203,ritd.,Consumer Staples,Japan,31,6%,4
132,B ted,Consumer Discretionary,Australia,73,0%,6
4558,AAl.),Industrials,Sweden,82,-2%,3
3972,intd.,Information Technology,China,27,0%,2
326,ettd.,Industrials,India,86,4%,8
